0.000603893,0.562773277
0.014187823,0.645510626
0.042666283,0.667050808
0.067628151,0.705182524
0.070391147,0.608853337
0.091416692,0.749974579
0.102028621,0.865241636
0.126789783,0.791821561
0.148722868,0.977695167
0.20476476,0.897769517
0.248387097,1
0.300561618,0.891263941
0.407093177,1.028810409
0.451752808,0.99070632
0.507552864,1.069702602
0.568929128,0.992565056
0.64738178,0.99535316
0.736223368,1.022304833
0.768649318,1.011152416
0.828110885,0.989776952
0.868593357,1.014869888
0.945357157,0.986988848
0.95816245,0.993494424
2.076990223,1.038175047
3.048402584,0.993482309
4.058833799,0.982309125
5.033388617,1.024208566
5.089734637,1.083798883